,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-06-03,49.65,47.61,44.67,70.98,334.01,64.41,63.36,37.95,22.43,60.12,49.32,58.9,130.92,39.61,40.61,50.72,17.28,26.38,19.15,188.32,33.09,58.67,30.54,85.61,23.09,35.36,158.75,93.89,25.36,46.55,36.59,48.58,95.51,47.78,11.17,27.59,33.24,32.79,31.7,32.53,22.92,13.47,23.04,80.51,60.39,69.46,51.5,37.51,65.61,34.02,15.08,4.55,9.44,15.68,76.63,38.68,75.12,15.13,59.27,30.13
2011-06-06,48.64,47.13,44.49,70.73,328.76,64.33,62.87,37.86,22.52,60.23,48.49,58.55,129.54,39.76,40.41,50.82,16.95,25.76,19.06,185.69,33.03,58.11,30.49,85.54,22.8,35.04,158.46,92.66,24.79,46.14,35.89,47.98,94.34,47.5,10.73,27.17,33.18,32.46,31.53,32.49,21.85,13.38,22.68,79.92,60.46,70.46,51.54,37.27,65.7,33.88,15.39,4.4,9.22,15.45,75.79,37.72,75.27,15.11,58.96,29.87
2011-06-07,48.6,47.24,44.46,70.35,322.93,64.37,58.9,38.14,22.57,60.01,48.0,59.16,128.66,39.51,40.4,50.88,16.97,25.27,19.06,187.55,32.44,58.12,30.39,85.76,22.89,35.3,157.44,92.47,24.33,46.55,36.01,48.56,94.36,46.51,10.55,27.36,32.91,32.5,31.48,32.47,22.26,13.42,23.7,81.57,60.05,70.38,51.88,37.42,65.66,33.51,15.38,4.5,9.07,15.45,75.51,37.89,75.68,14.66,59.12,30.23
2011-06-08,49.01,46.47,44.06,70.04,323.12,64.28,56.69,37.74,22.46,60.25,47.77,58.12,127.31,39.66,40.64,50.75,17.0,25.25,19.0,188.05,31.75,57.65,30.48,85.81,22.99,35.11,158.07,92.91,23.94,46.04,36.14,48.28,92.62,46.76,10.44,27.26,32.93,32.28,30.91,32.49,21.9,13.18,23.44,81.75,59.86,70.22,52.02,37.09,65.42,33.31,15.13,4.5,8.93,15.1,76.23,37.59,75.69,14.46,58.92,29.9
2011-06-09,49.73,46.7,44.49,70.35,322.39,64.91,56.44,37.63,22.48,60.22,48.55,58.79,129.18,40.08,41.03,50.69,17.06,25.61,19.07,189.68,31.58,56.86,30.71,86.8,23.17,35.02,158.55,94.1,24.75,46.7,36.37,48.81,93.77,47.3,10.55,28.04,33.28,32.5,31.14,32.65,22.11,13.27,23.55,81.92,60.0,70.92,52.31,37.2,65.5,33.4,15.16,4.51,9.03,15.22,76.63,38.14,75.79,14.47,59.41,29.98
2011-06-10,49.03,46.13,44.18,68.94,316.96,64.14,54.53,37.02,22.24,59.47,47.77,57.32,131.49,39.89,40.44,49.84,16.82,25.01,18.48,186.53,30.89,55.91,30.48,85.64,22.77,34.16,156.95,92.65,24.81,46.07,35.85,47.4,91.44,46.3,10.7,28.9,32.73,31.69,30.42,32.24,21.73,12.84,23.44,80.67,59.72,70.39,51.47,36.75,64.46,33.21,14.97,4.45,8.88,15.2,75.31,38.2,74.95,14.29,58.34,29.28
2011-06-13,48.52,46.61,44.25,69.17,317.64,64.49,53.6,37.38,22.55,59.73,48.19,57.74,133.05,40.19,40.94,49.74,16.89,25.09,18.8,186.29,30.83,56.35,30.57,86.18,22.6,34.57,156.94,91.96,25.4,45.82,35.95,47.31,90.16,46.31,10.86,28.92,32.74,31.72,30.03,32.55,21.18,12.64,23.59,79.72,59.78,71.81,51.96,36.13,64.72,32.75,15.26,4.5,9.11,15.16,74.79,38.78,75.29,14.23,59.3,29.45
2011-06-14,49.29,46.52,44.89,70.79,323.32,64.97,55.15,37.72,22.72,60.37,48.87,59.4,132.64,40.79,41.5,50.02,17.08,25.2,18.91,189.96,31.6,56.83,30.8,87.4,22.81,35.38,157.86,93.52,25.51,46.55,36.53,48.21,92.45,47.25,10.7,28.45,33.11,33.15,30.59,32.68,21.99,12.92,24.21,80.44,59.77,72.52,51.54,35.98,65.46,32.83,15.59,4.61,9.28,15.2,75.87,38.72,75.99,14.25,60.17,29.87
2011-06-15,48.4,45.68,44.26,70.04,317.78,63.95,54.11,36.98,22.27,59.97,48.12,57.17,130.46,40.39,41.21,49.46,16.89,24.88,18.55,185.98,30.56,55.87,30.5,85.93,22.36,33.84,156.13,91.48,25.07,45.85,35.81,46.39,90.36,46.76,10.4,27.83,32.72,32.32,29.89,32.46,21.19,12.65,23.94,79.48,58.85,72.51,50.94,36.5,65.84,32.38,15.47,4.5,9.1,14.81,74.25,37.86,75.77,14.02,59.27,28.95
2011-06-16,49.12,46.77,44.29,70.19,316.24,64.33,53.12,36.67,22.51,60.48,48.24,56.9,131.66,40.77,41.77,49.94,17.07,24.8,18.6,183.65,30.44,55.84,30.74,86.44,22.34,33.7,156.46,92.43,25.3,45.67,35.98,46.83,90.18,46.29,10.5,27.98,32.7,32.91,29.63,32.72,21.04,12.34,23.88,79.47,59.31,72.76,51.33,36.48,66.24,33.06,15.48,4.49,9.18,14.78,74.78,37.56,76.3,14.22,60.41,29.11
2011-06-17,49.33,46.86,44.63,70.33,311.47,64.17,53.15,36.83,22.76,60.94,48.76,57.86,132.76,41.39,42.04,49.93,17.12,24.92,18.62,186.37,30.26,55.55,30.8,86.63,22.54,34.4,158.16,92.19,25.8,45.88,35.97,47.3,90.64,46.18,10.58,27.92,33.2,32.94,29.56,32.89,20.98,12.28,23.96,79.51,59.71,72.86,51.5,36.62,66.6,33.08,15.5,4.46,9.3,14.7,74.59,37.97,76.96,14.15,60.38,29.41
2011-06-20,49.56,47.23,44.86,70.67,306.67,64.41,52.41,36.95,22.95,61.46,49.81,58.44,130.74,41.97,42.52,50.14,17.11,24.28,18.63,187.72,30.23,55.72,30.9,87.37,22.58,34.4,158.72,92.87,25.44,46.64,36.12,47.36,92.75,46.45,10.5,27.96,33.4,33.16,29.6,33.2,21.1,12.44,23.47,80.13,60.08,73.16,51.81,36.42,67.62,33.07,15.66,4.48,9.32,14.99,75.24,37.67,77.12,14.31,61.35,29.55
2011-06-21,50.56,47.88,45.37,70.16,316.37,64.37,53.74,36.96,23.23,61.52,51.08,59.41,131.53,41.88,40.73,50.37,17.42,24.47,18.77,194.23,31.32,55.96,31.1,88.19,22.92,34.82,159.88,94.44,25.92,47.87,36.45,48.63,95.78,46.74,10.73,28.72,33.78,33.79,30.31,33.21,21.67,12.81,23.91,80.76,59.28,73.44,51.56,36.75,68.21,33.37,15.8,4.49,9.43,15.35,76.05,38.07,77.23,14.66,62.11,29.77
2011-06-22,50.26,48.17,44.95,68.4,313.76,64.23,53.43,36.79,23.12,61.12,50.63,57.98,130.14,41.22,40.14,50.11,17.19,24.94,18.64,191.63,31.37,55.71,31.17,87.6,22.8,34.9,159.36,93.95,25.84,47.5,36.08,48.02,94.61,46.18,10.69,28.74,33.52,33.32,30.03,33.07,21.72,12.85,23.51,80.7,59.13,72.86,51.26,36.69,68.17,33.2,15.68,4.55,9.43,15.23,75.34,37.87,77.09,14.51,62.08,29.61
2011-06-23,50.06,47.55,44.28,67.57,322.14,63.48,54.08,36.61,23.1,60.82,50.97,57.23,128.05,40.6,40.08,50.37,17.02,25.29,18.98,194.16,31.26,55.16,30.5,87.16,22.6,34.73,159.78,92.36,25.53,47.5,35.48,47.6,94.99,46.69,10.61,28.61,33.23,34.0,30.39,32.68,21.55,12.95,23.09,80.82,58.57,72.56,50.75,36.83,67.74,33.3,15.74,4.55,9.51,15.08,74.04,37.29,76.75,14.62,61.76,29.33
2011-06-24,48.99,46.71,43.86,67.58,317.39,63.92,53.33,36.81,22.79,60.15,49.94,55.89,126.65,40.25,38.95,49.54,16.64,25.63,18.45,192.55,31.0,54.69,30.48,85.79,22.47,34.26,158.77,91.01,25.74,48.09,35.09,46.83,94.48,46.8,10.42,28.39,32.57,33.46,29.83,33.01,20.18,12.73,22.95,81.29,57.77,72.12,51.35,37.31,67.18,32.99,15.41,4.6,9.34,14.89,72.47,36.75,76.33,14.11,61.93,29.39
2011-06-27,49.23,47.87,44.29,67.92,322.93,64.48,53.43,36.67,23.64,60.21,50.37,56.62,126.45,40.22,39.26,49.43,16.93,25.26,18.53,201.25,31.11,54.99,30.61,87.08,23.13,34.71,161.22,91.94,25.92,47.9,35.19,47.4,95.23,46.55,10.75,28.75,33.0,33.58,30.03,32.91,20.63,12.94,22.98,79.74,57.98,72.55,51.4,37.58,68.08,33.06,15.42,4.64,9.36,14.88,73.55,37.11,76.78,14.22,62.51,29.74
2011-06-28,50.24,48.14,44.59,68.37,326.06,65.01,54.19,37.25,24.2,60.48,51.58,56.97,125.05,40.42,39.14,49.66,17.07,25.42,18.88,202.35,32.47,55.31,31.0,87.8,23.6,35.63,163.52,93.28,25.95,48.74,35.36,48.17,98.1,46.55,10.72,28.72,33.76,34.4,30.26,33.22,21.41,12.82,23.49,80.08,57.89,72.34,51.73,37.87,68.53,33.17,15.49,4.66,9.57,14.95,75.16,36.8,78.67,14.3,63.57,30.04
2011-06-29,50.76,49.38,44.91,68.96,324.87,65.33,54.49,37.91,24.03,60.9,52.07,57.25,128.22,40.85,39.3,49.76,17.19,25.6,18.99,204.18,32.14,55.75,31.32,87.89,23.77,36.18,164.03,94.15,26.5,49.35,35.55,49.22,97.65,47.6,11.03,29.08,34.12,34.32,30.16,33.51,21.72,12.91,23.77,81.53,57.73,73.18,51.75,38.64,69.11,33.6,15.88,4.72,9.72,14.89,75.75,37.64,78.88,14.5,64.22,30.15
2011-06-30,51.57,50.13,45.62,70.11,326.46,65.77,56.46,38.2,24.39,61.26,53.82,58.26,128.76,41.17,39.96,50.23,17.46,26.39,18.93,204.49,32.4,56.35,31.59,89.53,24.15,37.02,165.0,95.6,26.49,50.03,36.21,50.33,100.57,47.59,10.85,29.26,34.37,34.55,31.06,33.89,22.26,13.26,24.07,82.42,58.68,73.73,51.87,38.61,69.69,34.41,16.13,4.83,9.87,15.04,76.82,38.1,78.64,14.75,64.73,30.34
2011-07-01,52.04,50.75,46.26,70.43,333.84,65.54,58.35,38.29,24.41,61.57,55.48,58.39,132.2,41.67,40.31,50.58,17.78,26.57,19.07,209.49,33.61,56.39,31.96,91.25,24.63,37.23,167.88,96.76,27.07,50.42,36.59,50.63,102.61,47.69,10.98,29.92,34.89,35.03,31.72,34.13,22.45,13.48,23.79,83.45,59.32,74.64,51.95,38.94,70.9,35.02,16.43,4.98,10.16,15.45,77.41,38.93,79.88,14.99,65.64,30.61
2011-07-05,52.02,50.75,45.81,70.32,339.84,65.15,57.35,38.52,24.42,61.22,54.63,58.43,130.12,41.44,40.21,50.47,17.63,26.74,19.1,213.19,33.45,56.72,32.06,90.75,24.86,36.94,168.73,97.72,26.83,50.4,36.32,49.78,102.43,47.7,10.89,29.62,34.85,34.9,31.15,34.27,22.19,13.56,24.17,83.6,59.31,73.73,51.7,39.41,70.05,34.47,16.43,5.05,10.03,15.49,77.02,38.42,79.87,14.86,65.32,30.64
2011-07-06,52.14,51.16,45.8,70.88,342.11,65.53,56.78,38.82,24.7,61.12,54.87,58.07,129.53,41.64,40.82,50.78,17.64,26.93,19.1,214.19,33.43,56.79,32.17,91.79,24.4,36.94,170.93,97.68,26.55,51.09,36.38,49.69,103.99,47.8,10.64,29.32,34.63,34.88,31.08,34.49,22.02,13.43,25.07,84.27,59.72,74.32,52.04,39.8,69.8,34.22,16.36,5.01,10.03,15.72,77.0,37.98,80.08,14.76,65.33,30.63
2011-07-07,52.64,51.97,45.77,72.07,347.4,65.85,57.82,39.1,25.11,61.4,56.19,60.4,130.61,41.81,41.54,51.51,17.87,27.29,18.59,216.74,34.28,56.99,32.27,92.48,24.49,36.53,169.74,99.08,27.06,51.68,37.14,50.45,105.46,47.89,10.81,30.15,35.02,35.34,31.66,34.57,22.91,13.58,25.18,84.64,59.95,74.08,52.26,39.91,70.7,34.45,16.59,5.13,10.13,15.81,77.74,38.69,80.27,15.08,63.93,31.03
2011-07-08,52.06,51.46,44.88,71.19,349.84,65.3,56.71,39.37,25.25,61.31,54.99,59.19,129.71,41.64,41.47,51.12,17.58,27.1,18.53,218.28,33.93,57.31,32.24,92.15,24.42,36.65,169.75,98.43,26.72,51.29,36.71,49.82,104.31,48.13,10.6,29.88,34.63,34.93,31.11,34.36,22.79,13.35,24.94,84.4,59.93,73.31,51.73,39.9,69.83,34.44,16.58,5.05,10.11,15.61,77.8,38.15,79.84,14.93,63.43,30.91
2011-07-11,51.23,50.69,44.11,69.56,344.28,64.71,54.49,38.48,24.98,61.29,54.48,57.0,127.72,41.59,40.87,50.92,17.25,26.86,18.42,212.55,33.29,56.69,31.97,91.15,23.96,35.35,168.31,97.06,26.05,50.72,36.08,47.83,102.18,47.1,10.25,28.87,33.96,34.68,30.69,34.16,22.04,12.81,24.34,83.7,59.74,72.83,51.68,39.75,68.96,33.36,16.11,4.94,9.72,15.05,77.31,36.92,79.6,14.64,62.82,30.01
2011-07-12,50.98,50.81,43.59,68.22,344.04,64.44,55.08,38.69,24.9,61.4,53.56,55.95,126.07,41.42,40.04,50.99,17.02,26.62,18.38,211.23,33.61,56.54,31.85,90.5,23.57,35.11,167.41,97.04,25.86,50.29,36.01,47.09,101.02,47.25,10.11,28.66,33.45,34.44,29.57,34.06,21.97,12.62,24.11,83.64,59.56,72.58,52.11,39.53,68.25,33.34,16.01,4.92,9.67,14.86,77.3,36.88,79.27,14.8,62.37,29.62
2011-07-13,51.02,50.38,43.57,68.44,348.19,64.33,55.2,38.68,24.98,61.42,53.8,56.53,125.69,41.4,40.27,51.06,17.14,27.06,18.37,213.5,33.9,56.85,31.95,90.8,23.52,35.64,167.67,97.69,25.99,50.54,35.94,47.43,102.63,47.5,10.1,28.78,33.84,34.46,29.33,34.02,22.2,12.76,24.07,84.68,59.66,72.55,51.96,39.97,67.95,33.5,15.99,5.0,9.69,14.91,77.85,37.1,79.24,14.77,62.07,29.75
2011-07-14,51.85,49.82,42.94,67.51,347.95,64.06,53.53,38.03,24.83,61.09,53.6,55.1,125.66,41.01,39.67,50.7,17.16,26.73,18.3,210.38,31.67,56.58,31.77,89.65,23.39,35.66,167.58,97.3,25.75,49.81,35.62,47.33,101.63,47.24,9.97,28.44,33.8,34.3,29.07,34.03,21.61,12.59,23.92,84.28,59.63,72.12,51.85,40.62,66.75,33.21,16.15,4.92,9.55,14.63,77.63,37.78,80.03,14.64,61.15,29.74
2011-07-15,52.41,50.24,42.51,67.6,354.9,63.99,53.69,38.54,25.12,61.75,53.99,55.55,125.92,41.92,39.46,50.7,17.05,27.03,18.15,212.87,31.89,56.75,31.7,90.12,23.1,36.14,168.84,98.71,25.66,50.06,35.48,47.16,103.31,47.7,9.9,28.17,33.67,34.25,29.16,34.03,21.99,12.59,23.74,83.85,59.84,71.36,51.8,40.29,65.8,33.17,16.42,4.94,9.49,14.69,78.35,37.43,79.73,14.79,60.31,29.7
2011-07-18,51.74,49.78,41.94,65.96,363.54,63.5,52.88,38.23,24.94,61.09,53.62,54.95,125.12,41.44,39.21,50.4,16.94,26.69,18.05,211.53,31.26,56.09,31.51,89.3,22.92,35.35,168.59,98.75,25.38,49.49,35.4,46.92,102.27,47.27,9.63,27.59,32.89,34.04,28.84,33.85,21.87,12.41,23.5,83.36,59.58,70.52,51.55,40.01,64.96,33.1,16.24,4.87,9.41,14.42,78.01,37.29,79.65,14.65,60.08,29.45
2011-07-19,51.73,50.24,42.23,66.89,366.51,64.0,54.12,38.18,25.83,61.51,54.5,56.22,124.31,41.69,39.67,51.02,17.2,26.65,18.32,218.06,31.36,57.33,32.54,88.98,23.43,35.79,178.14,99.91,26.82,50.07,35.77,47.35,104.02,46.92,9.48,27.81,33.5,34.44,29.73,33.91,22.33,12.59,24.04,84.24,59.64,71.39,51.96,39.98,65.4,33.66,16.85,4.84,9.67,14.59,78.94,37.82,80.41,14.85,60.12,29.66
2011-07-20,51.51,50.51,43.04,68.35,376.28,63.96,53.69,38.2,25.38,61.64,54.96,56.04,128.43,41.71,39.34,50.94,17.4,26.72,18.29,215.55,31.26,57.61,32.33,88.97,23.06,36.05,176.64,99.56,27.1,50.22,35.72,47.57,104.65,47.08,9.76,28.25,33.51,34.73,29.54,33.92,22.41,12.58,23.69,84.33,59.74,71.32,51.91,40.51,65.41,33.35,16.95,4.93,9.54,13.48,78.63,38.35,80.46,15.01,60.65,29.91
2011-07-21,52.45,50.99,43.68,69.13,376.66,61.79,54.78,39.09,25.42,62.41,55.62,57.41,131.17,41.92,37.3,51.49,17.74,26.8,18.47,213.21,31.81,57.62,32.55,90.47,23.53,36.59,177.84,101.72,27.74,50.73,36.56,48.82,105.87,48.12,10.13,28.89,34.32,35.02,29.91,34.13,23.41,12.77,23.83,85.47,60.01,72.99,52.44,40.82,66.94,34.25,16.55,5.1,9.77,13.59,80.25,39.6,80.71,15.51,61.18,30.45
2011-07-22,52.07,50.66,43.15,68.92,382.51,61.41,54.52,38.96,25.82,62.49,55.51,58.18,131.08,41.54,37.66,51.54,17.63,26.83,18.44,216.52,32.05,57.01,32.73,90.03,23.79,36.57,178.11,101.3,27.51,50.77,36.11,49.44,99.76,48.21,10.03,29.03,34.68,34.83,30.07,34.09,23.25,12.8,23.83,85.01,59.79,72.48,52.43,41.15,66.22,34.69,16.48,5.18,9.56,13.98,80.44,39.5,82.6,15.61,60.92,30.59
2011-07-25,51.58,50.24,42.95,67.63,387.56,60.11,54.72,39.34,26.18,61.18,55.46,57.94,132.39,41.14,37.46,51.02,17.56,26.31,18.2,213.49,31.75,57.79,32.51,89.74,23.96,36.63,176.69,100.49,27.33,50.07,35.83,49.09,100.24,49.2,9.91,28.89,34.68,34.96,29.78,33.7,23.22,12.67,23.41,84.13,58.91,72.21,52.41,40.79,66.54,35.06,16.57,5.12,9.39,13.69,79.83,39.03,82.19,15.44,60.78,30.44
2011-07-26,50.93,50.01,42.88,66.54,392.34,59.83,52.51,39.98,26.34,61.6,54.58,61.95,133.12,41.19,37.39,50.66,17.19,26.4,18.04,214.18,31.27,57.93,32.48,84.89,24.16,36.63,175.95,99.99,27.35,49.69,35.64,49.3,99.8,49.82,9.9,29.41,34.67,34.71,29.87,33.59,23.05,12.44,23.36,84.1,58.71,73.59,52.31,40.75,65.77,35.42,16.56,5.2,9.29,13.94,79.64,38.8,82.09,15.45,61.04,30.5
2011-07-27,50.6,48.95,41.52,66.98,381.81,59.63,51.39,39.45,25.64,60.93,54.8,60.1,130.33,40.53,36.66,50.34,16.77,25.6,17.74,222.52,30.47,57.12,32.24,83.14,23.61,35.22,174.43,98.19,26.98,48.39,34.86,48.1,96.14,48.93,9.59,29.04,34.26,33.99,28.75,33.22,22.15,11.9,23.08,82.17,57.88,70.53,52.09,39.75,64.19,34.79,15.91,5.1,9.09,13.59,78.64,38.08,81.23,14.88,58.5,30.05
2011-07-28,50.35,49.02,41.56,67.01,381.07,59.66,51.13,39.99,26.0,60.56,54.1,60.03,131.42,40.24,36.87,50.09,16.77,25.08,17.79,223.9,29.87,56.62,32.3,82.66,23.14,35.92,174.86,97.63,26.72,48.41,35.21,47.58,94.53,48.47,9.7,28.88,33.8,33.53,28.62,33.28,21.62,11.85,22.7,81.43,57.62,68.56,52.34,39.5,63.36,34.25,16.02,5.08,8.93,13.5,76.89,38.09,80.94,15.19,56.66,30.14
2011-07-29,49.81,48.52,41.29,66.83,379.76,59.8,51.31,39.56,25.7,60.15,53.32,59.95,130.58,40.0,36.74,49.83,16.58,25.1,17.69,222.52,29.67,56.44,31.93,82.25,23.0,35.71,174.91,96.69,26.38,47.59,35.14,47.05,93.72,48.32,9.62,28.64,33.23,33.32,28.27,33.08,21.87,11.74,22.32,81.92,57.22,68.96,52.3,39.78,63.73,33.24,15.71,5.07,8.85,13.1,75.32,37.87,80.66,15.15,56.48,30.0
2011-08-01,49.81,48.51,40.91,66.7,385.86,59.63,50.45,39.6,25.58,59.98,52.9,58.99,129.78,39.83,36.8,49.74,16.64,25.07,17.47,221.32,29.23,56.42,31.79,81.9,22.83,34.99,173.85,97.96,26.37,47.71,35.46,46.27,95.55,48.27,9.72,28.53,33.15,32.67,28.4,33.04,21.71,11.88,22.03,81.77,57.16,67.8,51.86,39.98,63.14,33.27,15.71,5.19,8.66,13.1,75.14,37.86,80.57,15.02,55.63,29.69
2011-08-02,48.87,47.05,40.51,64.2,378.24,59.0,47.86,39.25,25.14,59.39,49.96,56.94,126.96,40.19,35.98,48.85,15.94,25.13,16.67,211.7,27.81,54.74,31.48,80.49,21.76,34.05,171.25,96.16,25.66,46.32,35.14,44.93,92.19,47.76,9.4,27.69,32.13,31.3,27.65,32.85,20.51,11.4,21.1,81.29,56.64,67.09,51.05,39.45,61.88,32.47,15.26,5.08,8.37,12.76,73.47,37.3,79.33,14.66,53.7,29.23
2011-08-03,48.82,47.38,39.96,63.86,381.8,60.21,46.35,39.32,25.25,59.41,49.38,57.44,127.78,39.97,35.89,48.47,16.18,24.98,16.75,209.96,28.42,55.23,32.11,81.35,21.8,34.59,172.0,95.52,25.89,46.74,35.01,45.41,91.34,48.24,9.45,28.13,31.73,31.43,27.84,33.0,20.25,11.2,21.17,81.26,56.51,66.98,50.96,38.97,61.63,32.4,15.37,5.07,8.44,13.02,73.36,37.36,79.78,14.69,53.3,29.3
2011-08-04,46.3,45.42,38.04,59.83,367.01,59.16,43.47,38.03,24.33,58.02,46.34,53.65,122.12,39.15,34.87,47.36,15.25,23.35,16.13,201.48,26.77,52.93,30.9,77.62,20.87,32.49,164.94,90.02,24.41,43.72,32.87,42.64,84.96,45.32,8.74,26.35,30.26,30.24,26.53,32.5,18.28,10.44,19.98,77.41,55.44,64.94,49.14,36.26,59.13,30.76,14.51,4.8,8.13,12.0,69.7,35.5,78.61,14.06,51.62,29.35
2011-08-05,46.87,45.78,38.12,59.51,363.37,60.39,43.26,37.69,24.09,58.97,45.88,54.12,121.1,39.89,34.85,48.07,15.29,23.14,16.25,202.7,26.93,52.89,31.34,78.11,20.95,32.96,166.38,90.74,23.91,43.75,33.02,42.95,86.32,45.53,8.09,25.05,30.0,29.32,25.84,33.55,18.03,10.43,19.7,77.43,56.38,66.31,50.04,36.6,60.27,30.84,14.57,4.84,8.09,11.74,70.62,35.21,79.35,14.17,51.79,30.44
2011-08-08,42.84,41.74,36.38,55.68,343.52,58.8,36.92,35.54,22.96,57.85,40.38,49.25,113.83,39.25,33.14,46.24,14.29,21.67,15.48,193.7,25.11,50.11,30.57,74.18,19.56,30.44,160.57,83.89,21.74,40.78,31.24,39.95,78.36,43.5,6.45,22.53,28.25,27.59,24.89,32.43,15.95,9.55,17.89,73.72,55.17,62.74,48.45,34.45,56.86,29.12,13.49,4.57,7.3,11.09,66.25,31.89,76.58,13.22,48.3,28.85
2011-08-09,44.67,44.7,38.0,59.12,363.74,58.91,39.49,36.88,24.0,59.12,42.65,52.06,118.73,39.49,34.15,48.04,14.78,22.61,16.35,205.09,25.82,52.85,31.3,78.05,19.83,31.44,164.81,86.82,23.5,43.23,32.13,41.86,82.99,45.76,7.53,23.93,28.81,28.76,25.74,32.92,17.44,10.49,15.6,77.21,56.04,64.54,49.29,34.98,58.38,29.8,13.95,4.72,7.75,12.09,67.62,34.08,80.17,13.34,49.69,29.69
2011-08-10,43.39,41.5,36.0,54.81,353.71,56.33,37.98,35.0,22.7,57.59,41.23,48.04,106.75,38.01,32.67,46.09,13.97,21.32,15.84,194.13,24.48,50.29,30.02,73.84,18.94,29.1,157.02,84.19,21.7,41.49,31.0,38.98,79.23,43.58,6.7,22.09,27.47,27.19,25.18,31.56,16.77,10.01,15.45,73.43,54.45,60.89,48.25,33.41,54.6,28.23,13.2,4.57,7.31,11.77,64.64,32.18,78.42,13.02,46.75,28.55
2011-08-11,45.33,43.7,37.22,56.19,363.44,58.71,40.0,36.78,23.63,59.45,43.17,49.91,114.25,39.9,32.69,47.35,14.52,21.79,16.55,198.36,25.68,50.37,31.2,76.67,19.71,30.29,161.06,87.45,23.03,43.87,32.16,40.39,82.77,46.32,7.18,23.11,28.1,28.66,25.94,32.81,18.07,10.52,16.93,75.14,56.25,62.68,48.88,33.68,57.53,29.35,14.24,4.67,7.58,12.86,68.01,34.35,80.47,15.1,48.33,29.31
2011-08-12,45.7,43.53,37.63,58.96,366.64,59.0,41.05,37.22,23.55,59.95,43.75,50.77,112.68,40.46,33.14,47.37,14.7,21.49,16.59,202.3,25.76,50.92,31.52,77.91,19.76,31.71,162.48,89.11,22.88,44.24,32.15,41.07,85.2,47.02,7.12,23.08,28.2,29.17,25.83,33.1,18.19,10.64,17.17,74.4,56.89,62.94,49.59,33.43,57.22,30.55,14.38,4.64,7.6,13.59,68.41,33.62,80.68,15.17,48.43,30.12
2011-08-15,46.69,44.43,38.07,59.87,372.89,59.36,42.03,37.95,23.93,60.83,44.43,51.64,115.25,40.89,34.58,47.59,15.18,22.37,17.04,202.95,26.31,51.52,32.01,78.64,20.36,32.45,167.11,92.12,23.73,44.58,32.87,42.32,86.68,47.2,7.69,24.47,28.66,30.01,26.12,33.37,18.79,10.92,17.53,76.12,57.58,63.98,50.26,34.52,58.71,30.65,14.99,4.71,7.84,13.47,70.59,34.53,80.97,15.21,49.51,30.93
2011-08-16,46.04,43.53,37.76,59.42,370.04,59.54,41.3,37.71,23.93,60.83,43.32,51.06,113.06,40.87,35.06,49.43,14.95,21.96,17.01,197.68,26.16,51.47,32.0,77.52,20.32,32.22,165.42,91.23,23.28,43.8,32.68,41.62,84.77,46.88,7.33,24.46,28.71,31.59,25.59,32.91,18.3,10.79,17.16,75.42,57.34,64.37,50.22,33.93,58.02,30.82,15.28,4.58,7.8,13.48,69.84,33.74,80.84,15.18,49.69,30.99
2011-08-17,46.23,44.47,38.18,59.37,370.0,60.34,40.33,38.03,23.84,60.71,43.49,50.28,113.43,40.92,34.22,49.08,15.03,21.9,17.18,195.93,26.51,52.71,32.52,76.91,20.42,33.18,165.65,91.53,23.59,43.65,33.24,42.46,83.14,47.11,7.39,24.8,28.8,31.87,25.59,33.22,18.28,10.68,17.24,74.68,57.39,64.82,50.14,33.39,57.87,29.67,13.74,4.72,7.87,13.47,70.46,34.24,81.61,15.03,49.24,31.64
2011-08-18,44.14,42.94,37.06,56.27,356.0,58.91,37.14,37.2,23.29,60.37,40.34,46.97,109.46,40.31,33.19,49.31,14.2,20.69,16.46,182.52,24.54,51.23,31.81,73.57,19.42,31.94,158.26,87.37,22.49,41.47,31.86,40.59,79.06,45.16,6.94,22.65,27.01,30.68,24.13,32.53,16.81,9.98,15.86,71.57,56.63,63.18,49.51,31.43,54.46,27.89,13.31,4.52,7.28,12.96,67.4,32.95,79.85,14.24,46.7,31.02
2011-08-19,44.0,43.12,36.8,54.94,346.26,57.96,35.87,36.79,22.7,60.14,38.93,46.8,108.12,40.29,32.62,49.8,13.97,20.53,16.42,178.93,24.04,50.48,31.5,73.05,19.11,31.42,152.19,87.42,22.15,40.9,31.3,39.81,75.87,44.78,6.9,22.11,26.37,30.41,23.59,32.18,16.42,9.61,15.68,70.7,56.73,63.18,49.0,30.86,53.75,22.31,13.54,4.53,6.94,12.92,66.32,32.16,81.36,14.3,45.98,30.48
